prog,bird,duration_scaled,frequency_change_scaled,direction_scaled
130,A,0.158413016,6500.116096,1332.697282
131,A,0.134468706,5947.982681,662.530238
132,A,0.191184478,4919.006774,-328.5237681
133,A,0.207570207,7378.510161,-115.1908048
134,A,0.180983037,6098.564522,22.26847595
135,A,0.119457263,7554.188974,250.3196434
136,A,0.218564503,3413.188375,982.1893275
137,A,0.218564503,7353.413189,226.8471464
138,A,0.229505944,8081.225415,1686.013948
139,A,0.218564503,6148.758469,1092.121646
140,A,0.256780256,6173.855441,-320.8542368
141,A,0.185740186,5019.394669,-139.9003231
142,A,0.245838818,5295.461375,1811.023287
143,A,0.209578781,6023.273601,700.1337935
144,A,0.136582993,5772.303867,168.4409007
145,A,0.191184478,5822.497816,-595.9395005
146,A,0.251335965,6500.116096,424.1418541
147,A,0.152968725,4592.746121,1044.589666
148,A,0.207570207,7478.898056,1568.673367
149,A,0.262224548,5220.170455,1415.741451
150,A,0.224008795,4642.940068,1407.476822
151,A,0.180295895,5220.170455,-294.4361702
152,A,0.163857308,4868.812828,-386.2026291
153,A,0.12569441,2584.988254,-316.0206974
154,A,0.207570207,4216.291522,642.4504268
155,A,0.207623065,7403.607135,-685.9743578
156,A,0.213067357,7227.928322,1344.91096
157,A,0.180295895,7980.837522,1662.636607
158,A,0.158465872,3965.321788,-242.1969779
159,A,0.338708909,4919.006774,409.1366869
160,A,0.174798746,7227.928322,1108.211563
161,A,0.300493159,5019.394669,1356.98046
162,A,0.202125916,7378.510161,1211.457255
163,A,0.174851604,6650.697935,2411.748375
164,A,0.169354455,5521.334135,551.4102131
165,A,0.213067357,8231.807256,1392.006003
166,A,0.147524434,4668.037042,139.9835952
167,A,0.171363028,8031.031469,1632.472472
168,A,0.186903044,4040.612709,-61.79549287
169,A,0.163910163,4391.970333,-449.9822739
170,A,0.260268832,4793.521907,-242.1106963
171,A,0.240394527,7278.122268,-374.4230501
172,A,0.107987252,5998.176627,26.24265648
173,A,0.201491629,3915.127841,-322.5265079
174,A,0.142027284,5044.491641,-179.3064797
175,A,0.218511648,4442.164282,-614.0114329
176,A,0.142503,5998.176627,-815.4314012
177,A,0.202125916,7780.061734,1675.420881
178,A,0.190655904,4216.291522,1305.833685
179,A,0.109625823,6148.758469,-34.02704401
180,A,0.146467289,4994.297695,-357.2483713
181,A,0.074422932,7303.219242,-227.6891355
182,A,0.142027284,5295.461375,405.6625016
183,A,0.131138702,5722.109921,127.9806239
184,A,0.127650128,5571.528082,172.6497643
185,A,0.232148804,4893.909802,-327.2713373
186,A,0.207781636,6073.467548,777.8574599
187,A,0.141075855,4191.194548,-596.0999643
188,A,0.144881573,5646.819002,-362.5649308
189,A,0.207623065,6901.667669,1460.395104
190,A,0.158307301,5220.170455,-197.7647905
191,A,0.125641555,5822.497816,-227.463817
192,A,0.169354455,4818.618881,-302.9399895
193,A,0.185740186,4944.103748,-434.9180592
194,A,0.208785923,6926.764641,1070.618642
195,A,0.240394527,1581.10932,129.9774631
196,A,0.142027284,5747.206895,1211.047591
197,A,0.174798746,4642.940068,-456.2947655
198,A,0.132618704,5019.394669,-476.2354247
199,A,0.180295895,5420.946242,-962.9731072
200,A,0.212115925,6098.564522,-1162.274274
201,A,0.120197263,7303.219242,-137.0158256
202,A,0.162800163,4517.4552,-669.5537403
203,A,0.144670145,4065.709681,575.0471723
204,A,0.191237333,4743.32796,-528.9388112
205,A,0.248587392,4341.776387,-152.8779688
206,A,0.136582993,4994.297695,-40.00408869
207,A,0.148000147,5069.588615,-57.92415429
208,A,0.147471576,7780.061734,836.5161019
209,A,0.183361613,5772.303867,148.7289259
210,A,0.25878883,4241.388494,-439.526866
211,A,0.169354455,2936.345881,-759.5693797
212,A,0.196470196,5496.237161,1216.06982
213,A,0.076484361,8131.419361,-62.33673923
214,A,0.178234464,5245.267429,-201.3153391
215,A,0.07104007,7202.831347,5.374445147
216,A,0.269677413,4391.970333,816.6499932
217,A,0.185740186,5671.915974,331.3089953
218,A,0.180295895,8256.904228,1497.248923
219,A,0.131085846,6148.758469,-491.879638
220,A,0.098314385,6675.794909,23.43796406
221,A,0.174798746,4969.20072,-70.13593597
222,A,0.218511648,6500.116096,-114.4610697
223,A,0.159840161,6675.794909,959.3052142
224,A,0.153285867,4818.618881,-124.3262049
225,A,0.239813098,4341.776387,-98.29559089
226,A,0.229505944,5521.334135,1404.460614
227,A,0.13721728,4818.618881,63.21634117
228,A,0.142027284,5119.782562,-385.3457228
229,A,0.186057329,3162.218641,629.1890275
230,A,0.120197263,3890.030867,146.4513794
231,A,0.115281543,5370.752294,291.4390256
232,A,0.172525886,4492.358228,203.2484188
233,A,0.114700114,4166.097573,-294.3471678
234,A,0.122628695,4492.358228,-251.1302942
235,A,0.174851604,4693.134014,-221.0832317
236,A,0.0859458,4944.103748,-156.5863216
237,A,0.169354455,5094.685587,-498.8782895
238,A,0.124002981,4316.679415,-350.9676797
239,A,0.119245834,3664.158107,477.1350674
240,A,0.180295895,4341.776387,308.7865478
241,A,0.169354455,6123.661494,-1403.9046
242,A,0.213067357,6249.146361,968.9694119
243,A,0.245838818,3864.933895,-230.146571
244,A,0.115017259,5922.885709,458.6704991
245,A,0.163910163,4893.909802,-41.63558268
246,A,0.273165988,6224.049389,-239.8103214
247,A,0.160685874,5295.461375,-720.0161832
248,A,0.138168709,4893.909802,-208.0077405
249,A,0.245151674,8131.419361,-1351.969795
250,A,0.124320124,2710.473121,-627.6836233
251,A,0.15814873,6249.146361,-819.0755566
252,A,0.262330263,6650.697935,-1624.288694
253,A,0.152968725,6575.407014,-615.5696159
254,A,0.251335965,8156.516336,-489.8741464
255,A,0.158413016,5446.043214,78.33757317
256,A,0.187273044,7127.540429,1080.551491
257,A,0.163910163,5822.497816,1655.394415
258,A,0.16343445,6173.855441,-169.6042865
259,A,0.174798746,4818.618881,-592.1503406
260,A,0.141234427,4893.909802,-252.5505191
261,A,0.16829731,4291.582441,-815.6461585
262,A,0.186321615,3689.255082,-944.5934935
263,A,0.207623065,5671.915974,-838.4485154
264,A,0.426134711,8206.710282,-1492.322188
265,A,0.136582993,4266.485469,32.82765221
266,A,0.174851604,5370.752294,1093.326282
267,A,0.34965035,8558.067909,-1994.502337
268,A,0.513560513,9034.910403,-1405.881749
269,A,0.453461881,8558.067909,-951.7045832
270,A,0.149691578,5220.170455,-774.3351671
271,A,0.165073023,5671.915974,-422.3514541
272,A,0.107405823,4040.612709,66.67093235
273,A,0.174798746,6249.146361,-716.2425886
274,A,0.16380445,6023.273601,-149.5675874
275,A,0.224008795,6324.437282,-1283.686983
276,A,0.165813023,4893.909802,-155.8956575
277,A,0.200223058,5722.109921,-1096.661435
278,A,0.137851566,4944.103748,-623.3400273
279,A,0.185740186,6776.182802,-770.8223308
280,A,0.267668839,4818.618881,-2498.833093
281,A,0.309531739,9386.268028,-1643.688976
282,A,0.25128311,6776.182802,-1028.40321
283,A,0.179027322,6023.273601,-877.5278925
284,A,0.264497408,9060.007375,-714.6040121
285,A,0.092870093,5646.819002,36.24238254
286,A,0.229453086,6475.019121,-365.0107788
287,A,0.223955939,3362.994427,-830.7350347
288,A,0.143137287,4743.32796,-24.41225506
289,A,0.409748981,4517.4552,-1484.767608
290,A,0.207623065,4467.261254,791.590793
291,A,0.240394527,3362.994427,-1488.854952
292,A,0.426134711,5395.849268,-2007.05123
293,A,0.245257389,7077.346483,-771.3302953
294,A,0.12796727,2509.697333,-345.4362147
295,A,0.196681625,6525.213068,-656.3039911
296,A,0.295048867,8357.292121,-205.4972428
297,A,0.234685949,6148.758469,1207.535937
298,A,0.267721697,8307.098175,-918.9124604
299,A,0.256780256,7629.479895,-920.2133797
300,A,0.191237333,5496.237161,-86.56869716
301,A,0.164703021,4919.006774,-195.1887155
302,A,0.245838818,6801.279774,-668.8083928
303,A,0.147524434,5521.334135,310.7638604
304,A,0.146203002,2785.76404,-733.2407499
305,A,0.116708688,5370.752294,767.432545
306,A,0.256780256,8432.583042,-284.1309578
307,A,0.120091548,4316.679415,-93.42568557
308,A,0.202601632,6148.758469,188.7253673
309,A,0.202178774,5897.788734,-591.8648648
310,A,0.513560513,8256.904228,-1688.209689
311,A,0.136582993,4743.32796,330.0571364
312,A,0.196681625,6274.243336,143.6173876
313,A,0.284107427,7930.643576,-1116.531016
314,A,0.453461881,8959.619483,-1298.590126
315,A,0.102331531,4994.297695,35.84701284
316,A,0.141022998,5722.109921,-850.7576037
317,A,0.584547727,8884.328562,-2302.535904
318,A,0.193140193,5245.267429,-349.4275277
319,A,0.141551571,4241.388494,-493.1671904
320,A,0.163910163,7955.740548,1577.16302
321,A,0.133992991,4944.103748,-319.720528
322,A,0.539196254,7328.316214,-1983.495006
323,A,0.289551718,7704.770816,-1867.900347
324,A,0.159628732,5521.334135,65.01585855
325,A,0.196681625,5947.982681,-563.4968249
326,A,0.162588734,5245.267429,-1076.660899
327,A,0.180295895,6876.570695,1584.691196
328,A,0.1006401,4592.746121,-142.695569
329,A,0.31497603,9336.074082,-1234.583926
330,A,0.256780256,8031.031469,-404.4982161
331,A,0.245838818,8282.001203,-282.2315186
332,A,0.169988741,4442.164282,-735.7817431
333,A,0.486233343,8658.455802,-1183.461642
334,A,0.338708909,5897.788734,-1847.365771
335,A,0.136582993,6198.952415,18.90350928
336,A,0.441516156,2509.697333,-573.8091242
337,A,0.478146193,8256.904228,-2799.79796
338,A,0.207623065,5847.594788,-1594.851887
339,A,0.573659145,9160.395268,-1239.214197
340,A,0.677470678,8005.934494,-2286.294717
341,A,0.131138702,6048.370576,-1026.112264
342,A,0.088800089,6098.564522,337.6284795
343,A,0.152968725,4592.746121,817.6783571
344,A,0.534597678,8884.328562,-1432.413312
345,A,0.300440301,7303.219242,-1774.093994
346,A,0.180295895,6826.376748,-220.6237086
347,A,0.180295895,5094.685587,-78.30013256
348,A,0.245838818,7880.449629,-1593.776814
349,A,0.169354455,4567.649147,-443.7050991
350,A,0.185740186,6249.146361,-976.7132361
351,A,0.213067357,5947.982681,-1362.172396
352,A,0.147260147,5446.043214,-209.1575722
353,A,0.207623065,5144.879534,-562.6360254
354,A,0.251335965,6048.370576,-1749.566021
355,A,0.497174783,7830.255683,0
356,A,0.267721697,7930.643576,-706.2312438
357,A,0.138485853,6048.370576,53.59004455
358,A,0.15740873,4542.552175,-938.7949671
359,A,0.513560513,8683.552776,-2006.555562
360,A,0.185793042,7905.546601,1341.044797
361,A,0.152968725,5847.594788,467.2723517
362,A,0.584547727,8357.292121,-1625.575286
363,A,0.111634396,5220.170455,171.3410841
364,A,0.278663135,8834.134615,-1451.693536
365,A,0.458906172,3990.41876,-1850.816525
366,A,0.175697319,5019.394669,-441.1275058
367,A,0.152968725,4969.20072,-343.4120545
368,A,0.174798746,6123.661494,-636.3225464
369,A,0.176384462,4793.521907,-246.4908932
370,A,0.551776266,8683.552776,-1670.155932
371,A,0.158413016,4919.006774,-269.9073287
372,A,0.256780256,7102.443455,-1088.417545
373,A,0.30593745,4994.297695,-2073.278483
374,A,0.426134711,4642.940068,-1944.927342
375,A,0.480789051,8909.425536,-1242.71892
376,A,0.218511648,6249.146361,-527.0202669
377,A,0.174904462,5446.043214,-340.7733569
378,A,0.152968725,5320.558347,-369.3333149
379,A,0.204451634,6224.049389,-765.0745315
380,A,0.287701716,4843.715855,-392.9586082
381,A,0.195835909,5094.685587,-784.6097779
382,A,0.240394527,7830.255683,-1149.388806
383,A,0.125641555,5044.491641,929.4285804
384,A,0.169407312,3890.030867,-862.7765883
385,A,0.180243037,5897.788734,-673.4616389
386,A,0.218564503,5144.879534,-1180.039454
387,A,0.61219204,5044.491641,-2076.363946
388,A,0.17131017,5797.400841,-150.689854
389,A,0.497174783,7905.546601,-2361.4521
390,A,0.322058893,3312.80048,-1711.975205
391,A,0.2012802,6525.213068,-442.3444065
392,A,0.202178774,5922.885709,123.5436121
393,A,0.229453086,6876.570695,-1259.684595
394,A,0.562717706,9260.783163,-1339.009652
395,A,0.185740186,5747.206895,-1083.463757
396,A,0.316878888,7955.740548,-1130.651059
397,A,0.152968725,5797.400841,-139.6994051
398,A,0.715686429,7152.637401,-2113.545918
399,A,0.187801615,6299.340308,-1227.140534
400,A,0.150960152,7227.928322,1189.310856
401,A,0.628260629,3513.576268,-2050.382231
402,A,0.169354455,6023.273601,325.5505538
403,A,0.158413016,6073.467548,463.5983161
404,A,0.142027284,5395.849268,-93.09496089
405,A,0.125641555,6399.7282,549.0468147
406,A,0.142925858,2861.05496,-1031.656675
407,A,0.203500203,5069.588615,-413.7995117
408,A,0.218353075,7880.449629,934.6902779
409,A,0.710189282,7579.285949,-2928.265131
410,A,0.150907294,6198.952415,948.1827445
411,A,0.163910163,5446.043214,-304.8166774
412,A,0.21090021,6475.019121,-1441.530586
413,A,0.172420172,5998.176627,462.7676576
414,A,0.295048867,8558.067909,-1244.310494
415,A,0.223955939,6951.861615,-571.9521741
416,A,0.185793042,2961.442853,369.3182359
417,A,0.305990305,8231.807256,-1763.138155
418,A,0.202125916,5897.788734,-692.1782508
419,A,0.245838818,5571.528082,-666.4640371
420,A,0.152968725,5019.394669,-430.2815028
421,A,0.644646359,8934.522508,-2441.601515
422,A,0.174798746,4467.261254,-611.0747508
423,A,0.229453086,9361.171056,-2132.356483
424,A,0.103758676,3689.255082,363.0076417
425,A,0.229453086,5722.109921,-1313.321445
426,A,0.087372944,4316.679415,163.8259846
427,A,0.191184478,6324.437282,148.1837482
428,A,0.174851604,5621.722028,1530.577085
429,A,0.09086152,5144.879534,270.8904566
430,B,0.111498257,1798.810261,386.4130268
431,B,0.111498257,905.9701315,789.2691622
432,B,0.111498257,2074.540301,449.7819098
433,B,0.153973784,2678.520389,681.4036671
434,B,0.142469996,2626.000382,638.0314415
435,B,0.159283226,1391.780202,923.2593488
436,B,0.228305956,2836.080412,-73.91570854
437,B,0.159283226,1838.200267,637.4413256
438,B,0.148664344,1536.210223,735.7139085
439,B,0.154858691,2586.610376,549.3798707
440,B,0.130081301,2573.480373,99.85629512
441,B,0.138045462,1680.640244,752.0590402
442,B,0.12742658,2284.620332,414.1711037
443,B,0.136275649,2258.360328,-75.60319024
444,B,0.090260494,2875.470417,766.1269366
445,B,0.132736021,2941.120427,365.3762256
446,B,0.154858691,2324.010338,305.8840585
447,B,0.122117139,2415.920351,541.2634415
448,B,0.092915215,2271.490329,293.620761
449,B,0.095569935,2560.350372,417.9131293
450,B,0.100879376,2468.440359,895.2015366
451,B,0.148664344,2954.250429,-168.3000183
452,B,0.185830429,1168.57017,-206.2445915
453,B,0.148664344,1273.610185,5.670423171
454,B,0.148664344,1693.770246,1028.877927
455,B,0.159283226,1050.400152,989.004678
456,B,0.095569935,2494.700362,668.7817463
457,B,0.090260494,1995.76029,162.986739
458,B,0.130081301,2836.080412,87.17199634
459,B,0.092915215,2284.620332,323.2252183
460,B,0.106188817,1877.590272,438.0905329
461,B,0.217687074,2100.800305,-1016.383215
462,B,0.148664344,1785.68026,721.5785012
463,B,0.143354902,2455.310356,702.8446415
464,B,0.180520989,2731.040396,-1121.716962
465,B,0.142469996,2993.640434,336.7217378
466,B,0.24954372,1930.11028,-848.2246805
467,B,0.153973784,1943.240282,304.387228
468,B,0.132736021,2731.040396,477.9196146
469,B,0.122117139,2218.970322,812.2609049
470,B,0.130081301,2061.410299,831.3519732
471,B,0.116807699,2796.690406,667.2649598
472,B,0.122117139,1759.420255,345.5269659
473,B,0.138045462,2980.510433,814.8033012
474,B,0.12742658,853.4501239,716.3543341
475,B,0.159283226,1877.590272,724.5493829
476,B,0.122117139,3229.980468,457.7506402
477,B,0.132736021,2035.150295,1037.536477
478,B,0.132736021,2770.430402,753.9541646
479,B,0.132736021,2744.170399,528.2568378
480,B,0.132736021,2560.350372,375.5380988
481,B,0.114152978,2140.190311,926.7417232
482,B,0.180520989,1431.170207,879.1316073
483,B,0.132736021,2218.970322,778.7790085
484,B,0.111498257,1024.140149,400.6451207
485,B,0.132736021,1916.980278,752.7074585
486,B,0.146009623,2770.430402,840.1502232
487,B,0.12742658,2809.820407,750.2274817
488,B,0.148664344,2363.400343,512.8607037
489,B,0.11946242,2586.610376,966.5918549
490,B,0.114152978,2376.530345,653.3135402
491,B,0.132736021,2822.95041,713.1867
492,B,0.130081301,2586.610376,538.7764268
493,B,0.138045462,2927.990424,275.9938061
494,B,0.114152978,472.6800687,711.5155902
495,B,0.140700183,1496.820217,641.1887707
496,B,0.122117139,2324.010338,749.8723488
497,B,0.11946242,1037.27015,923.880589
498,B,0.108843538,1063.530154,630.6116915
499,B,0.12742658,1523.080221,974.086661
500,B,0.074332172,1720.03025,427.8287037
501,B,0.114152978,945.3601372,753.8762988
502,B,0.130081301,1825.070265,764.8068
503,B,0.095569935,1536.210223,428.8637061
504,B,0.098224656,2914.860423,640.4299549
505,B,0.116807699,1601.860233,1038.830868
506,B,0.116807699,1313.00019,1047.172367
507,B,0.116807699,1326.130193,764.7929171
508,B,0.11946242,1496.820217,779.3962634
509,B,0.114152978,2639.130383,821.5195805
510,B,0.135390741,2048.280298,566.9190463
511,B,0.108843538,577.7200839,678.4152
512,B,0.111498257,2652.260385,402.2859915
513,B,0.116807699,2639.130383,890.5659085
514,B,0.116807699,853.4501239,1012.061621
515,B,0.122117139,2717.910394,413.9683159
516,B,0.116807699,1706.900248,970.2953963
517,B,0.132736021,2836.080412,748.9248768
518,B,0.098224656,1654.38024,721.2839293
519,B,0.11946242,748.4101087,945.8253634
520,B,0.130081301,1313.00019,1008.216188
521,B,0.092915215,1746.290254,894.644
522,B,0.114152978,1444.30021,837.0622427
523,B,0.108843538,2087.670302,720.8447878
524,B,0.132736021,590.8500857,799.1758659
525,B,0.132736021,2389.660346,819.7207549
526,B,0.108843538,2770.430402,745.8147878
527,B,0.116807699,1733.160251,276.6333171
528,B,0.130081301,2586.610376,392.4962488
529,B,0.12742658,2166.450315,761.3442134
530,B,0.122117139,1772.550257,606.6134
531,B,0.12477186,2468.440359,617.6684805
532,B,0.111498257,709.0201029,639.5512073
533,B,0.108843538,1720.03025,535.1902256
534,B,0.130081301,1273.610185,753.3395598
535,B,0.122117139,1916.980278,231.5327476
536,B,0.132736021,2166.450315,712.5883683
537,B,0.12742658,1667.510241,993.646689
538,B,0.11946242,1720.03025,878.9514659
539,B,0.12742658,2691.65039,802.0939451
540,B,0.11946242,2179.580316,887.12845
541,B,0.12477186,1037.27015,593.1208622
542,B,0.146009623,2862.340416,352.6654402
543,B,0.130081301,2074.540301,891.7300634
544,B,0.106188817,800.9301162,543.1751683
545,B,0.111498257,1260.480183,722.5544951
546,B,0.111498257,1654.38024,806.7847732
547,B,0.130081301,1523.080221,588.6550695
548,B,0.130081301,2245.230326,584.5190756
549,B,0.12477186,1851.330268,836.8624878
550,B,0.140700183,1444.30021,774.446461
551,B,0.122117139,2639.130383,686.6686073
552,B,0.079641612,1614.990234,134.259711
553,B,0.12742658,393.9000572,271.6150195
554,B,0.11946242,2258.360328,209.9659951
555,B,0.103534096,2140.190311,555.695089
556,B,0.111498257,2008.890291,931.6820854
557,B,0.103534096,1654.38024,390.5249488
558,B,0.132736021,1076.660156,804.5504037
559,B,0.132736021,2415.920351,950.8723573
560,B,0.122117139,2901.730421,584.645689
561,B,0.122117139,2415.920351,569.7018976
562,B,0.130081301,1024.140149,474.643311
563,B,0.130081301,1234.220179,845.2705159
564,B,0.12477186,2087.670302,770.4245683
565,B,0.114152978,1483.690216,750.8084902
566,B,0.12742658,1378.6502,438.8934341
567,B,0.116807699,1588.73023,23.39819146
568,B,0.132736021,1995.76029,981.0359585
569,B,0.116807699,1339.260194,1074.406722
570,B,0.090260494,2927.990424,458.242211
571,B,0.122117139,1628.120237,412.9619634
572,B,0.143354902,1654.38024,325.1298634
573,B,0.114152978,1693.770246,478.4183085
574,B,0.122117139,1575.600229,382.6968561
575,B,0.143354902,1142.310166,593.0307988
576,B,0.140700183,2901.730421,606.4536
577,B,0.114152978,2166.450315,719.1546585
578,B,0.143354902,722.1501048,237.5149159
579,B,0.11946242,1470.560213,1010.496149
580,B,0.12742658,2494.700362,442.9370207
581,B,0.12742658,1523.080221,-391.4899012
582,B,0.12742658,2205.840321,678.011289
583,B,0.122117139,1313.00019,942.0284073
584,B,0.114152978,1326.130193,-65.5849378
585,B,0.12742658,958.4901391,725.1581622
586,B,0.12742658,1352.390196,329.1918049
587,B,0.116807699,1496.820217,28.15219512
588,B,0.135390741,1575.600229,656.1804988
589,B,0.138045462,1339.260194,-190.0380512
590,B,0.122117139,1431.170207,326.3772354
591,B,0.100879376,1536.210223,-225.1239951
592,B,0.11946242,1444.30021,148.2457878
593,B,0.130081301,1523.080221,273.269661
594,B,0.122117139,1562.470227,773.098189
595,B,0.12742658,1181.700171,877.9181305
596,B,0.135390741,1116.050162,903.5661378
597,B,0.11946242,1838.200267,782.190989
598,B,0.11946242,1063.530154,1059.267388
599,B,0.143354902,2757.3004,761.3058183
600,B,0.12477186,2717.910394,986.5934915
601,B,0.108843538,1326.130193,596.3700341
602,B,0.122117139,2534.090368,900.1477756
603,B,0.12477186,1326.130193,831.8517037
604,B,0.12477186,1089.790158,955.4885341
605,B,0.114152978,1037.27015,915.0481317
606,B,0.143354902,3059.290444,833.6663524
607,B,0.116807699,1181.700171,853.336539
608,B,0.12742658,2271.490329,695.3073817
609,B,0.12477186,669.6300972,717.7142549
610,B,0.146009623,1811.940263,978.4684585
611,B,0.055749129,1155.440168,99.40620732
612,B,0.122117139,1877.590272,862.2774622
613,B,0.138045462,2639.130383,809.9320049
614,B,0.12477186,1102.92016,699.5390573
615,B,0.116807699,1956.370284,854.5332902
616,B,0.138045462,853.4501239,882.4428085
617,B,0.130081301,735.2801067,1075.261112
618,B,0.12477186,1943.240282,893.4542549
619,B,0.132736021,2770.430402,902.2682598
620,B,0.108843538,1286.740187,633.0341256
621,B,0.116807699,1759.420255,818.2881902
622,B,0.12742658,1575.600229,1005.416366
623,B,0.11946242,2337.140339,916.8119488
624,B,0.161937946,1313.00019,1070.192809
