Category,PCA_0,PCA_1,PCA_2,PCA_3
Pleasure,16.77696455,-6.664647109,0.70915515,3.274286082
Pleasure,20.28727462,-5.233424776,9.797355733,1.959917008
Pleasure,16.16948406,-6.50604192,-2.354741248,1.889913508
Pleasure,19.69734791,-8.633047883,1.958859478,4.736718893
Pleasure,16.60903674,-5.780269014,2.368006164,3.323591047
Pleasure,15.80014954,-6.31505905,-7.339306096,2.918396874
Pleasure,16.86799444,-6.562227813,-6.215602147,4.118895243
Pleasure,15.28669736,-8.157023367,-5.802454184,2.04320617
Pleasure,14.79918418,-4.067792421,-5.053366747,-0.51140313
Pleasure,15.39955563,-8.005165149,0.611987583,1.709158899
Pleasure,21.49088648,-6.70541573,6.178578948,3.710749557
Pleasure,14.57448474,-6.432416579,-7.276814752,3.70263291
Pleasure,17.23417277,-7.036885375,-2.543581905,2.332095281
Pleasure,18.5180438,-3.839361899,-1.404740634,0.661529792
Pleasure,19.09481825,-4.720818563,1.714163905,2.510383007
Pleasure,18.34298175,-8.76790192,-1.744321599,2.469065426
Pleasure,17.38228326,-8.540065142,-6.427233109,3.891105413
Pleasure,15.29964451,-8.400389539,-8.670789596,2.188609984
Pleasure,18.96692756,-8.581214086,-0.691313961,5.156644041
Pleasure,19.20236017,-6.848401947,2.584334258,4.918784255
Pleasure,18.52295537,-7.232774376,2.292690315,4.262372235
Pleasure,18.20997436,-6.932478086,-0.382636388,5.762541438
Pleasure,20.41451795,-8.369001837,5.017492624,4.17381798
Pleasure,14.42608781,-6.876532375,-1.301746355,2.370566738
Pleasure,15.7404271,-7.203335629,-1.31511192,2.427851409
Pleasure,14.1851531,-8.093451108,-5.63949347,0.750220654
Pleasure,19.4987919,-6.824267884,8.671642698,3.298318805
Pleasure,14.3935141,-7.188202647,-2.064735735,2.374521395
Pleasure,16.29831455,-5.874910665,-3.978563365,0.166345156
Pleasure,15.51747509,-8.613463425,-4.860590442,2.382383588
Pleasure,19.21731788,-6.478141405,-4.119836742,2.516273693
Pleasure,16.34680601,-8.960517104,-1.126086014,5.397691593
Pleasure,16.23475257,-6.728136055,7.071839226,2.757754603
Pleasure,15.34351292,-6.536108815,-5.491274286,1.409693785
Pleasure,18.64414399,-7.398364436,-2.268504145,3.126572411
Pleasure,19.23134036,-9.554150251,4.320931536,7.237680508
Pleasure,16.76171231,-6.557021717,2.013830083,2.074330071
Pleasure,16.3913891,-4.395517841,0.227189569,2.493647718
Pleasure,13.81422718,-5.367757023,-4.362030024,1.001379705
Pleasure,18.15079819,-6.820190901,1.207932699,5.265123841
Pleasure,18.8177204,-7.788693039,1.470366427,3.224603889
Pleasure,16.65599244,-7.284927774,-7.933297039,3.003319933
Pleasure,9.980489223,-2.419174681,-9.682377405,-0.91994705
Pleasure,15.65519447,-5.640055379,-3.887346001,2.282013488
Pleasure,16.47343839,-2.875525941,-0.443719514,-1.608055172
Pleasure,16.8739111,-5.667719336,-2.106022297,3.293899081
Pleasure,17.80686265,-4.015369947,-1.161999498,2.471016132
Pleasure,22.88308353,-7.204211224,10.37766087,4.479837229
Pleasure,18.2054199,-1.841064065,-1.343741302,-0.318135042
Pleasure,14.93892842,-7.420559779,-3.403587349,1.297438679
Pleasure,16.91699167,-6.074090339,0.67762886,4.326072517
Pleasure,18.58793251,-4.818513534,3.905224449,3.390044914
Pleasure,18.36080716,-3.986228201,2.014796788,-0.289670705
Pleasure,14.83667072,-5.48389806,-4.743411735,2.874043288
Pleasure,17.28850508,-6.303614751,-1.846697123,1.128839401
Pleasure,18.0440114,-7.529427025,1.816597471,3.998132374
Pleasure,18.41076962,-3.528738603,2.428736337,0.752148818
Pleasure,17.18846347,-3.042264691,5.511976426,-1.621384663
Pleasure,19.0309776,-4.259984285,3.06917025,2.0920509
Pleasure,13.63825503,-1.570844399,-0.349495658,-1.133090948
Pleasure,13.94756008,-3.920063859,0.513168502,1.616821085
Pleasure,16.70660277,-6.107793834,2.241607771,0.859183709
Pleasure,14.77178186,-2.337104076,-2.620607081,0.344196329
Pleasure,16.26578434,-2.13074688,5.53508467,0.167746574
Pleasure,16.60172798,-2.750237561,5.234266469,1.27207598
Pleasure,19.25520599,-4.664984244,4.451454312,2.875902656
Pleasure,13.50771582,-2.835228214,-2.866173504,0.389393624
Pleasure,14.54605678,-0.283509186,2.308210693,1.151042776
Pleasure,9.245497965,1.602534423,-4.182967367,-1.75746728
Pleasure,14.03147436,-5.089209323,-14.72272784,1.384100343
Pleasure,10.3856796,-0.853526107,-0.362266901,0.918032031
Pleasure,14.95409547,-2.24044682,-2.458407754,0.401057887
Pleasure,10.52604784,-3.638777996,-2.105035921,0.077150133
Pleasure,12.12797722,-2.494007757,-1.948154398,-1.750858604
Pleasure,14.73693679,-6.515351685,-1.156088975,1.794442053
Pleasure,13.82354566,-3.67961517,-4.599304134,-0.457086368
Pleasure,15.61072754,-6.722099478,0.337149635,1.284337663
Pleasure,9.933937386,-3.754069543,-4.73203224,-0.452887379
Pleasure,15.15740713,-3.992378054,-0.631597188,2.562388006
Pleasure,19.43375517,-4.585395968,6.455934485,1.77844376
Pleasure,17.90787153,-5.215746663,0.160893391,2.085096219
Pleasure,17.10298336,-6.092367969,3.939806249,2.250860379
Pleasure,17.21556921,-7.140753382,-1.608153407,4.19214927
Pleasure,15.9221548,-7.792863578,0.881329973,2.006261234
Pleasure,20.25174681,-4.427007885,-0.178853937,2.194637223
Pleasure,17.95262048,-5.302652164,-0.400383841,3.142205471
Pleasure,18.49695899,-8.734838249,-2.55024247,5.14929999
Pleasure,16.75219299,-6.604807184,-2.417694253,2.970777457
Pleasure,17.09739523,-8.309527261,-4.134654598,3.594498609
Pleasure,16.74301787,-4.149754468,-3.122737402,0.78560055
Pleasure,14.25749032,-5.887991213,-6.285366751,3.488392665
Pleasure,17.18060067,-6.28093242,0.129782806,2.318325407
Pleasure,14.35255276,-1.225140903,-2.854812393,-0.976313192
Pleasure,11.65513717,-5.312302699,-12.01163422,0.916885833
Pleasure,15.805665,-7.882100417,-8.475838597,-0.9715328
Pleasure,12.34216313,-6.071071579,-6.116904408,-2.061413186
Pleasure,12.11849961,-5.376107323,-8.220031747,-0.404955428
Pleasure,15.37942792,-5.581978078,-1.139842375,-0.839936384
Pleasure,12.36484293,-4.020394784,-7.662966453,-0.267904975
Pleasure,10.88145618,-5.342539332,-18.38445774,-2.138638122
Pleasure,15.59022375,-7.129091116,-12.22797274,1.550849962
Pleasure,15.24131556,-6.708268107,-4.698017853,-1.012634812
Pleasure,17.29194797,-5.754860562,-9.086602166,-0.018384194
Pleasure,14.49004575,-5.790437448,-9.276344197,1.819508245
Pleasure,12.80446227,-6.843420157,-9.359039055,1.064419157
Pleasure,17.11629358,-7.558470312,-2.458588839,2.00097224
