duration_scaled,frequency_change_scaled,direction_scaled
0.333,2956.069,-67.222
0.141,2576.391,163.029
0.294,3308.628,173.686
0.166,2318.752,-226.37
0.23,2644.191,-310.038
0.409,2644.191,-6.816
0.23,2576.391,119.977
0.281,3200.149,-129.921
0.435,2562.831,323.167
0.166,2535.711,284.64
0.192,2535.711,-53.803
0.23,2657.751,-219.06
0.345,3444.228,49.939
0.154,2793.35,119.9
0.333,2549.271,106.165
0.256,2522.151,57.832
0.154,2562.831,82.619
0.179,2861.15,435.66
0.192,2725.55,402.288
0.269,2766.23,296.872
0.141,2603.511,539.85
0.179,2793.35,-263.574
0.333,2495.031,-54.779
0.32,2589.951,34.421
0.154,3064.549,-172.17
0.256,2793.35,31.881
0.179,2495.031,-14.376
0.345,2766.23,302.767
0.205,2413.671,271.234
0.281,2901.83,49.046
0.269,2522.151,333.889
0.358,2684.87,136.827
0.205,2766.23,66.41
0.461,2630.631,215.801
0.077,2454.351,495.756
0.154,2630.631,-305.117
0.192,2644.191,288.592
0.154,2210.272,52.361
0.115,2617.071,87.419
0.166,2779.79,83.405
0.179,2711.99,385.495
0.192,2739.11,295.096
0.179,3295.068,244.7
0.192,2535.711,364.568
0.333,2779.79,-194.511
0.179,2711.99,-115.839
0.345,3010.309,219.652
0.09,2359.432,53.89
0.179,2305.192,191.526
0.345,2901.83,146.785
0.192,2603.511,228.563
0.205,2440.791,242.712
0.397,2725.55,-160.398
0.23,2928.95,-12.674
0.192,2671.31,221.02
0.179,2969.629,-134.226
0.23,2386.551,2.704
0.256,2508.591,165.15
0.461,2562.831,-25.532
0.256,3064.549,-3.231
0.294,2915.39,85.915
0.269,3186.589,-470.302
0.345,2806.91,-107.447
0.218,2820.47,184.494
0.294,2630.631,-38.21
0.294,2942.509,-524.208
0.269,2888.27,426.827
0.307,2928.95,-16.843
0.307,2928.95,200.582
0.269,2888.27,-396.503
0.294,2874.71,-282.831
0.435,2928.95,318.77
0.23,3023.869,67.458
0.345,2820.47,247.965
0.307,3010.309,-158.23
0.333,3118.789,-224.68
0.307,2956.069,-358.925
0.307,2725.55,308.742
0.307,2495.031,-76.585
0.177,4524.077,-212.48
0.163,3471.966,472.503
0.135,3629.783,509.295
0.262,4383.795,-161.073
0.227,4296.12,-40.628
0.305,3805.134,-134.669
0.113,3489.501,258.536
0.142,3927.881,271.058
0.255,4453.936,-427.06
0.177,3331.685,266.155
0.333,4541.612,90.5
0.262,4155.838,620.205
0.227,3962.951,344.408
0.199,4892.316,120.413
0.305,3331.685,-261.904
0.241,4401.331,-305.966
0.234,3384.29,-476.812
0.234,4085.697,211.212
0.411,4278.584,-586.52
0.255,2682.883,236.924
0.234,3910.346,-557.121
0.411,4155.838,-191.006
0.156,3384.29,295.406
0.142,2998.516,515.41
0.397,4138.303,-192.988
0.355,4138.303,-517.734
0.22,3682.388,60.862
0.135,4541.612,130.781
0.206,4629.288,-204.256
0.234,3296.614,41.767
0.362,4085.697,187.529
0.149,4524.077,-126.195
0.22,3875.275,199.084
0.213,3840.205,-231.945
0.248,3857.74,-434.197
0.206,3577.177,378.58
0.269,2910.84,-543.858
0.142,3524.572,223.044
0.121,3998.021,-9.63
0.191,4155.838,-84.719
0.184,3927.881,279.083
0.163,3559.642,205.355
0.213,4085.697,455.687
0.163,3489.501,275.674
0.305,4173.373,-33.062
0.248,4103.233,-135.141
0.433,4225.979,-242.336
0.461,3910.346,-279.183
0.206,3770.064,-369.553
0.284,3734.994,-76.753
0.184,3314.149,883.805
0.213,4383.795,118.204
0.347,4243.514,223.107
0.113,4068.162,47.33
0.39,3980.486,19.208
0.305,3454.431,-124.778
0.163,4225.979,54.513
0.199,3857.74,752.885
0.149,4050.627,8.555
0.156,5681.399,126.702
0.177,4225.979,472.815
0.255,4383.795,-121.418
0.199,3787.599,225.2
0.418,4506.542,731.599
0.262,4348.725,267.339
0.39,3664.853,-568.761
0.277,3629.783,-42.147
0.135,3664.853,-133.915
0.433,4033.092,-830.021
0.177,3682.388,92.42
0.191,3822.67,-250.207
0.347,3436.896,-403.682
0.369,4611.753,163.973
0.156,3699.923,15.807
0.376,3156.333,-549.765
0.319,3226.473,-149.289
0.199,3805.134,563.828
0.319,4699.429,-300.039
0.241,3507.036,390.125
0.241,4576.682,579.245
0.39,4594.218,-126.279
0.383,4225.979,-832.66
0.425,3051.122,-931.26
0.206,3559.642,401.613
0.34,3945.416,-202.429
0.355,4085.697,-906.889
0.347,3682.388,-565.324
0.184,3699.923,79.628
0.411,3980.486,-242.918
0.397,4190.908,-248.885
0.383,4401.331,10.413
0.184,3945.416,244.498
0.191,3086.192,-187.487
0.22,4489.007,211.746
0.227,3436.896,256.861
0.234,3875.275,39.529
0.213,4541.612,-4.691
0.248,3734.994,208.211
0.206,3208.938,674.365
0.227,3787.599,379.728
0.213,3419.36,453.597
0.199,3138.798,97.146
0.163,3419.36,257.297
0.199,3734.994,174.313
0.411,4155.838,-4.155
0.369,4173.373,4.883
0.199,3401.825,95.491
0.199,3244.009,300.357
0.284,2630.277,-482.342
0.397,3980.486,-45.882
0.362,4085.697,-297.904
0.22,4173.373,253.932
0.206,4155.838,95.463
0.213,4331.19,128.944
0.362,4085.697,-650.001
0.184,4015.557,5.343
0.383,4208.444,-369.468
0.34,3279.079,-510.137
0.213,4296.12,-172.634
0.227,3612.247,194.622
0.156,3980.486,137.449
0.284,3384.29,-314.432
0.234,3612.247,328.676
0.262,3086.192,-218.656
0.199,3629.783,-18.473
0.397,4243.514,-10.147
0.191,4138.303,275.594
0.394,4015.557,-323.935
0.404,4524.077,-572.559
0.149,3892.81,-280.399
0.121,4015.557,-37.357
0.241,3734.994,197.256
0.362,4313.655,-310.292
0.163,3384.29,196.399
0.177,3594.712,75.543
0.17,3647.318,60.257
0.184,3419.36,832.685
0.213,4541.612,666.9
0.184,3612.247,343.46
0.184,3840.205,111.038
0.135,3647.318,123.346
0.163,3436.896,118.202
0.184,3612.247,816.088
0.177,3401.825,21.724
0.241,3962.951,-340.136
0.184,3261.544,227.275
0.191,3244.009,167.021
0.177,3770.064,262.33
0.135,3454.431,148.736
0.22,4120.768,365.225
0.177,4225.979,395.529
0.255,3121.262,-545.627
0.378,3998.021,-473.177
0.177,3577.177,381.412
0.383,4453.936,-450.036
0.156,3980.486,332.4
0.17,4594.218,246.933
0.239,4085.697,681.54
0.319,3734.994,-261.669
0.191,3875.275,109.507
0.383,3892.81,-354.618
0.135,3857.74,-247.109
0.227,3191.403,388.62
0.17,3770.064,72.272
0.308,4699.429,-294.92
0.227,3857.74,64.486
0.425,4190.908,-1115.614
0.17,4681.894,45.811
0.22,4068.162,282.522
0.262,4050.627,48.692
0.191,3594.712,364.558
0.213,3998.021,444.023
0.383,4278.584,-1066.185
0.17,3910.346,-100.262
0.156,3524.572,201.227
0.135,3384.29,368.379
0.255,2682.883,-387.502
0.179,2753.024,622.12
0.142,3962.951,-181.932
0.425,3875.275,-851.572
0.378,3875.275,-1320.955
0.199,3752.529,314.984
0.261,3507.036,-497.794
0.191,3892.81,85.316
0.149,3594.712,290.207
0.191,4155.838,547.376
0.319,3927.881,-207.361
0.199,3279.079,522.21
0.191,4892.316,450.9
0.191,3507.036,241.493
0.177,3717.459,14.372
0.346,4453.936,162.8
0.199,3682.388,191.218
0.383,4576.682,-846.668
0.191,4524.077,107.024
0.17,3927.881,11.034
0.184,4120.768,85.449
0.177,3629.783,93.298
0.156,3524.572,25.139
0.199,3998.021,-77.273
0.142,3734.994,239.687
0.17,3507.036,688.007
0.142,4331.19,-120.687
0.399,4331.19,-606.881
0.135,3524.572,10.22
0.227,4331.19,765.715
0.149,3787.599,370.465
0.163,3892.81,-202.673
0.291,4261.049,1.626
0.191,3629.783,368.331
0.106,3699.923,366.182
0.335,1437.885,-985.412
0.133,3173.868,146.352
0.165,3682.388,281.076
0.175,4103.233,-98.071
0.441,3086.192,-1350.388
0.175,4190.908,-49.355
0.191,3314.149,504.02
0.409,4506.542,-885.899
0.122,3822.67,744.243
0.324,3840.205,-331.927
0.16,3454.431,181.925
0.42,4401.331,-1453.703
0.409,4436.401,-703.925
0.186,3542.107,184.972
0.138,3945.416,-147.06
0.282,3594.712,-414.063
0.239,3524.572,839.556
0.154,3454.431,228.744
0.128,3577.177,422.196
0.202,3542.107,770.684
0.197,3629.783,482.999
0.181,3401.825,396.083
0.468,4383.795,-946.963
0.154,3857.74,-102.077
0.388,4120.768,-1269.968
0.409,3682.388,-1128.819
0.399,3875.275,-1072.029
0.436,4050.627,-992.991
0.144,3191.403,518.137
0.298,2595.207,-498.043
0.436,4278.584,-958.792
0.186,4261.049,111.783
0.213,3962.951,336.227
0.388,3945.416,-1340.994
0.149,4173.373,773.214
0.479,4138.303,-715.532
0.484,4646.823,-1088.941
0.457,3857.74,-1210.599
0.425,4278.584,-1019.746
0.16,3401.825,391.961
0.346,3822.67,15.233
0.175,3770.064,243.176
0.175,3664.853,547.883
0.314,4068.162,-189.259
0.154,4068.162,872.055
0.186,3156.333,548.717
0.436,4524.077,-1363.053
0.468,4594.218,-187.448
0.356,4296.12,-1144.101
0.191,4489.007,72.397
0.181,4418.866,135.429
0.415,3822.67,-1160.733
0.202,3226.473,285.155
0.473,4190.908,-745.031
0.218,3542.107,269.286
0.372,4559.147,-1393.38
0.372,4033.092,80.277
0.457,4366.26,-1043.794
0.165,3734.994,316.998
0.42,4173.373,-821.64
0.175,3331.685,194.347
0.197,3892.81,299.611
0.117,3717.459,266.367
0.308,3454.431,-393.359
0.441,3244.009,-1153.694
0.399,2507.531,-891.923
0.186,3559.642,231.008
0.16,2717.953,280.011
0.144,3103.727,103.692
0.202,3261.544,-111.909
0.17,3121.262,-118.708
0.34,4331.19,-963.968
0.144,3998.021,642.516
0.324,4243.514,-846.86
0.383,3577.177,-599.61
0.383,4261.049,-1152.904
0.372,3419.36,-798.023
0.207,3892.81,-95.447
0.16,3419.36,313.332
0.425,4506.542,-584.517
0.144,3542.107,113.968
0.202,3454.431,282.765
0.122,3857.74,-101.106
0.165,3699.923,32.134
0.154,4471.471,-69.519
0.154,4997.527,515.075
0.128,4225.979,299.585
0.388,2209.433,-1138.623
0.175,3717.459,312.236
0.234,3226.473,164.76
0.144,3682.388,403.829
0.409,4208.444,-1164.608
0.213,3577.177,479.01
0.101,3787.599,160.256
0.181,3577.177,129.507
0.383,4103.233,-1328.265
0.117,3454.431,266.002
0.409,3542.107,-1098.073
0.197,3471.966,1.39
0.452,4629.288,-745.043
0.154,3577.177,620.96
0.394,5015.062,-1393.779
0.207,3927.881,439.297
0.138,3787.599,74.642
0.133,4138.303,217.787
0.207,3349.22,-396.528
0.16,3559.642,356.322
0.133,3524.572,48.42
0.436,3489.501,-900.296
0.175,4208.444,206.358
0.138,3699.923,807.698
0.16,3927.881,224.955
0.128,3647.318,389.474
0.117,3699.923,273.879
0.255,3647.318,13.46
0.457,3489.501,-928.022
0.08,3331.685,140.371
0.473,4541.612,-1020.813
0.409,2595.207,-1249.731
0.229,3699.923,219.774
0.409,4296.12,-1158.718
0.133,3945.416,-101.311
0.186,4138.303,284.901
0.138,3787.599,-40.021
0.118,3840.205,-32.941
0.174,4401.331,-47.219
0.145,3805.134,683.091
0.138,3857.74,-10.991
0.195,3366.755,-233.985
0.154,3892.81,284.89
0.213,3647.318,-188.198
0.128,3682.388,287.939
0.186,3542.107,302.981
0.177,4243.514,-500.079
0.13,3366.755,274.855
0.186,3454.431,-54.187
0.175,3892.81,191.794
0.128,3647.318,162.358
0.121,3717.459,-201.571
0.136,3489.501,588.015
0.213,4681.894,-349.815
0.175,4629.288,89.361
0.183,3261.544,-447.833
0.17,4208.444,568.253
0.213,3542.107,210.001
0.202,3734.994,89.572
0.128,3208.938,-86.311
0.202,4296.12,280.226
0.118,3910.346,706.552
0.136,3927.881,171.664
0.16,3857.74,186.492
0.223,3629.783,-70.368
0.149,3226.473,-5.27
0.133,3612.247,89.379
0.127,4278.584,-51.277
0.136,3682.388,125.11
0.068,3734.994,-47.235
0.13,3664.853,238.384
0.162,3699.923,237.36
0.149,3577.177,34.341
0.139,4681.894,-63.042
0.139,3857.74,390.554
0.124,3945.416,12.926
0.16,3910.346,241.261
0.117,3822.67,741.384
0.13,3471.966,440.802
0.191,3892.81,92.444
0.148,3454.431,457.743
0.117,4225.979,711.431
0.1,3664.853,74.277
0.191,3717.459,-2.483
0.115,3419.36,81.123
0.145,4489.007,210.906
0.165,3349.22,503.064
0.133,3454.431,360.308
0.17,4155.838,459.858
0.154,4085.697,28.269
0.157,3647.318,354.645
0.127,4225.979,120.211
0.138,3945.416,586.919
0.128,3875.275,172.154
0.112,2910.84,252.727
0.154,3542.107,352.178
0.251,4366.26,-471.212
0.086,3717.459,171.07
0.21,3998.021,-58.473
0.204,3770.064,293.795
0.165,3524.572,-37.486
0.277,4506.542,-798.523
0.29,3892.81,-601.552
0.139,3507.036,171.824
0.16,3471.966,180.433
0.103,3875.275,-73.768
0.132,3366.755,111.867
0.127,4173.373,-315.103
0.165,3594.712,42.495
0.219,4033.092,-87.832
0.195,4138.303,119.07
0.195,3840.205,233.146
0.124,3752.529,83.769
0.18,4085.697,553.002
0.13,3910.346,-139.002
0.189,4366.26,15.53
0.145,3875.275,260.181
0.252,4331.19,-504.257
0.232,4331.19,-67.829
0.177,3962.951,-158.689
0.145,4068.162,176.814
0.149,3612.247,467.242
0.121,3524.572,513.735
0.225,3910.346,-340.385
0.151,4664.358,-28.381
0.16,3910.346,351.504
0.145,4278.584,540.379
0.183,3717.459,323.567
0.168,3401.825,210.057
0.183,4576.682,-411.091
0.178,3156.333,80.078
0.19,3682.388,330.731
0.157,4225.979,159.545
0.151,3822.67,254.464
0.273,3892.81,-122.716
0.24,3805.134,-260.685
0.178,3805.134,253.961
0.161,3436.896,237.319
0.136,4155.838,-51.492
0.227,4190.908,97.113
0.195,4313.655,-402.221
0.157,4033.092,-79.401
0.248,3682.388,-262.784
0.132,3980.486,290.919
0.133,4471.471,-16.183
0.136,3699.923,431.506
0.183,3577.177,-130.896
0.148,3717.459,160.429
0.248,3998.021,226.085
0.225,3629.783,117.176
0.124,3436.896,156.307
0.157,3577.177,104.57
0.118,3331.685,460.546
0.171,3752.529,13.576
0.157,3559.642,68.489
0.181,3542.107,-29.662
0.178,3384.29,237.82
0.165,3436.896,473.071
0.17,3927.881,268.015
0.223,3980.486,395.106
0.165,3471.966,346.555
0.17,3244.009,143.163
0.12,3962.951,-112.237
0.202,4418.866,596.191
0.154,3331.685,310.949
0.202,3559.642,481.181
0.199,3366.755,493.369
0.182,3927.881,186.337
0.186,3524.572,336.534
0.175,3296.614,384.719
0.178,2788.094,355.226
0.138,3857.74,-104.457
0.207,3454.431,200.315
0.149,3138.798,118.852
0.165,3542.107,262.195
0.17,3436.896,312.439
0.16,4278.584,239.354
0.149,3419.36,534.955
0.174,3507.036,498.959
0.153,3805.134,396.534
0.145,3682.388,161.974
0.154,3998.021,592.588
0.154,2980.981,444.815
0.122,4103.233,300.832
0.202,4313.655,-31.369
0.186,3805.134,174.841
0.149,3629.783,381.784
0.203,3419.36,612.264
0.165,4015.557,471.521
0.207,3910.346,561.289
0.186,3068.657,434.987
0.165,4366.26,362.852
0.19,3226.473,305.491
0.157,3927.881,421.513
0.149,3121.262,195.342
0.138,3121.262,159.424
0.157,3612.247,244.714
0.124,3559.642,296.903
0.141,3752.529,397.673
0.149,3524.572,447.715
0.197,3436.896,534.952
0.175,3314.149,335.286
0.165,3594.712,184.47
0.149,3489.501,455.694
0.175,3296.614,455.019
0.186,3314.149,330.021
0.186,3489.501,174.499
0.16,3524.572,491.148
0.124,3331.685,506.796
0.165,3419.36,600.924
0.314,3945.416,-243.958
0.16,3682.388,112.265
0.181,3594.712,61.697
0.207,3436.896,-149.287
0.197,3244.009,198.36
0.191,4120.768,118.511
0.154,3471.966,620.805
0.144,3471.966,140.298
0.175,3752.529,320.405
0.16,3173.868,544.38
0.202,3454.431,7.313
0.213,3787.599,153.246
0.165,3998.021,338.574
0.165,3998.021,229.533
0.335,4453.936,-3.682
0.25,4699.429,-160.869
0.229,3770.064,91.169
0.213,3840.205,-107.222
0.191,3980.486,153.707
0.149,3384.29,487.971
0.234,4138.303,-604.004
0.186,3559.642,153.432
0.202,3892.81,231.114
0.181,3524.572,263.092
0.154,3542.107,294.04
0.213,4015.557,67.433
0.223,4190.908,-270.718
0.175,3279.079,350.846
0.133,3594.712,68.339
0.197,3647.318,353.544
0.213,3927.881,256.597
0.106,3770.064,-240.995
0.175,3507.036,295.301
0.223,3892.81,184.138
0.186,3927.881,-89.265
0.181,3384.29,235.579
0.17,3524.572,105.868
0.213,3980.486,168.145
0.324,3892.81,-230.579
0.207,3612.247,146.134
0.191,3279.079,325.502
0.303,4296.12,-512.056
0.277,4208.444,-120.21
0.154,3226.473,99.705
0.181,3331.685,610.307
0.197,4033.092,-154.999
0.191,3524.572,-182.827
0.133,3471.966,294.491
0.202,3945.416,-358.271
0.186,3682.388,624.538
0.335,4646.823,-417.901
0.33,3857.74,-243.794
0.218,3910.346,172.06
0.133,3840.205,99.926
0.144,2998.516,233.16
0.335,4927.386,139.742
0.186,3314.149,413.992
0.181,3594.712,264.259
0.154,3699.923,-43.744
0.154,3647.318,319.2
0.16,3366.755,558.114
0.138,3770.064,134.74
0.282,4068.162,-292.727
0.346,4489.007,-124.705
0.42,4103.233,-440.8
0.314,4225.979,278.108
0.383,3980.486,-253.245
0.409,4278.584,-12.711
0.34,3857.74,188.769
0.399,3910.346,-309.012
0.42,4173.373,-697.926
0.335,3962.951,100.971
0.367,4120.768,-329.064
0.415,3734.994,-668.39
0.404,3892.81,-995.266
0.367,3875.275,-316.344
0.452,4243.514,-39.304
0.356,3559.642,-130.693
0.282,4524.077,91.221
0.324,3664.853,-161.693
0.415,4103.233,-174.282
0.356,4033.092,-1288.196
0.362,4208.444,176.875
0.399,3998.021,-587.745
0.271,4418.866,361.392
0.277,4155.838,83.634
0.223,4261.049,180.242
0.335,3787.599,-362.011
0.415,4155.838,-232.538
0.399,4331.19,-194.77
0.33,4471.471,-248.761
0.409,3734.994,-835.651
0.362,4138.303,-583.343
0.335,4629.288,-442.967
0.351,3822.67,-92.675
0.409,4033.092,-568.936
0.367,3805.134,82.642
0.282,3717.459,159.336
0.425,3857.74,-667.941
0.404,4261.049,-755.829
0.223,4681.894,446.583
0.383,3857.74,-140.333
0.362,4190.908,-637.217
0.404,4033.092,-592.816
0.383,3875.275,-619.78
0.42,3875.275,-355.063
0.379,7069.28,-97.441
0.339,6477.708,136.921
0.538,7098.858,459.916
0.558,7276.33,528.857
0.219,5826.979,827.748
0.478,6862.23,-308.397
0.279,6773.494,37.211
0.439,6655.18,500.955
0.399,7572.115,14.444
0.319,6655.18,-20.965
0.518,7158.015,-48.101
0.419,6507.287,-129.833
0.419,6448.13,719.991
0.419,7867.901,407.078
0.319,6980.544,-241.1
0.419,6418.551,1186.032
0.478,6684.758,-146.885
0.538,6921.387,-459.32
0.538,6359.394,796.824
0.458,6418.551,-484.498
0.399,7276.33,223.648
0.518,6655.18,-885.971
0.478,6773.494,274.914
0.678,6536.865,-45.388
0.498,6684.758,117.173
0.498,6655.18,-39.979
0.538,8045.373,-171.399
0.458,7512.958,-1272.975
0.319,6862.23,-320.586
0.299,6832.651,832.194
0.518,7158.015,-172.476
0.379,6596.022,-27.099
0.498,5886.137,292.033
0.478,6832.651,145.443
0.339,8400.316,-773.325
0.299,7808.744,197.081
0.299,6211.501,834.354
0.339,6270.658,-239.521
0.339,6152.344,479.895
0.478,6950.965,525.956
0.458,6832.651,603.387
0.538,7217.172,-622.424
0.558,7305.908,-380.393
0.538,6211.501,48.286
0.578,6329.815,285.197
0.379,6181.922,-736.905
0.538,6448.13,-405.175
0.498,6329.815,-216.109
0.758,6743.915,-59.435
0.498,6034.029,-253.133
0.538,6803.072,-174.762
0.558,7601.694,335.413
0.538,7512.958,81.555
0.458,7956.637,18.97
0.558,6832.651,374.772
0.339,6536.865,-86.507
0.518,7394.644,90.471
0.498,7010.122,-215.29
0.419,6004.451,-489.596
0.698,6566.444,365.968
0.618,6270.658,-157.768
0.618,7483.38,-222.414
0.419,7867.901,-249.612
0.439,6507.287,-200.668
0.439,7424.223,147.272
0.758,7631.273,465.402
0.558,6980.544,-198.935
0.578,7217.172,-186.831
0.538,7601.694,827.811
0.518,6891.808,311.541
0.439,6507.287,279.426
0.678,7039.701,-73.418
0.738,7187.594,-245.869
0.678,7158.015,-647.994
0.638,7187.594,-104.436
0.598,6714.337,-525.687
0.638,7483.38,-988.878
0.618,7010.122,-302.929
0.678,7335.487,-173.944
0.718,7365.065,248.603
0.439,7187.594,-879.68
0.618,7276.33,-897.12
0.458,6803.072,211.109
0.439,6536.865,-9.131
0.478,6803.072,201.954
0.718,6714.337,-78.801
0.738,7572.115,37.246
0.797,7424.223,255.682
0.618,8193.265,396.214
0.538,6950.965,-1159.775
0.538,6832.651,-767.065
0.379,6536.865,-621.482
0.558,7483.38,-56.082
0.538,7394.644,109.888
0.558,7305.908,-523.65
0.419,6596.022,-1069.753
0.797,7749.587,-865.209
0.538,6596.022,137.355
0.738,6980.544,-863.967
0.578,6921.387,281.446
0.817,7749.587,-467.116
0.598,7069.28,-59.733
0.758,7779.165,-840.583
0.538,7187.594,305.634
0.758,6980.544,-531.462
0.598,7276.33,-681.79
0.598,7217.172,-490.643
0.698,7187.594,-1348.679
0.698,7867.901,418.136
0.718,7897.48,-465.306
0.678,6950.965,-581.418
0.797,7217.172,-890.489
0.718,7010.122,-66.76
0.379,5324.144,-1337.784
0.558,7305.908,-1726.869
0.777,7572.115,-454.638
0.618,7631.273,-804.867
0.678,6625.601,-29.026
0.638,6714.337,85.155
0.458,6596.022,-1386.098
0.478,7453.801,-124.285
0.658,6773.494,68.719
0.897,6803.072,202.584
0.558,6477.708,-667.517
0.777,7217.172,-526.123
0.817,7217.172,-342.244
0.658,7098.858,337.259
0.758,8134.108,38.043
0.658,7039.701,-289.343
0.738,6743.915,566.221
0.498,5915.715,-361.561
0.578,7986.215,446.323
0.638,8193.265,-187.159
0.777,6596.022,170.32
0.678,8370.737,-527.305
0.618,6980.544,-132.361
0.419,5679.087,-967.867
0.718,7158.015,-345.497
0.718,7453.801,-1148.927
0.598,7483.38,-526.993
0.658,6625.601,-853.353
0.678,7246.751,-1072.557
0.598,7098.858,-488.441
0.777,7128.437,465.726
0.698,7542.537,99.929
0.718,7779.165,-723.66
0.618,6862.23,-767.702
0.638,6950.965,373.793
0.658,7394.644,-78.47
0.658,7098.858,337.259
0.777,6980.544,-206.504
0.797,7660.851,679.624
0.399,6300.237,944.868
0.698,7424.223,-289.683
0.718,7808.744,-112.837
0.618,7217.172,-233.827
0.718,7424.223,24.019
0.698,7838.323,-853.513
0.678,8193.265,-498.728
0.229,6152.344,600.898
0.339,5826.979,856.18
0.379,5767.822,508.616
0.219,6329.815,226.78
0.319,7246.751,411.463
0.439,6566.444,955.395
0.379,6004.451,102.156
0.379,6625.601,329.748
0.289,6181.922,233.985
0.289,6536.865,707.107
0.359,7720.008,-420.402
0.379,7276.33,254.613
0.379,6152.344,671.114
0.379,7039.701,-19.188
0.279,6891.808,22.789
0.439,5738.244,518.746
0.359,6359.394,428.604
0.359,6655.18,-60.135
0.399,6181.922,-924.837
0.319,6093.187,822.331
0.319,6803.072,82.414
0.319,5797.401,-364.197
0.299,6773.494,-340.186
0.319,5945.294,641.728
0.379,6034.029,625.842
0.319,6122.765,476.798
0.478,6448.13,-20.551
0.299,5915.715,612.845
0.379,6950.965,304.679
0.399,6152.344,511.674
0.319,5797.401,355.304
0.379,6921.387,945.773
0.199,7956.637,-20.652
0.289,6181.922,327.03
0.279,6181.922,-13.504
0.399,6507.287,663.997
0.439,7187.594,-326.213
0.219,6950.965,-349.765
0.279,6507.287,7.408
0.379,5856.558,174.666
0.299,6536.865,181.724
0.299,6329.815,31.581
0.319,6211.501,867.432
0.339,6329.815,486.332
0.439,6743.915,427.107
0.319,5679.087,490.848
0.299,6655.18,-192.966
0.299,6596.022,646.989
0.458,6655.18,-1059.818
0.229,7098.858,-142.537
0.169,6034.029,457.595
0.339,6093.187,742.208
0.419,6566.444,132.012
0.339,6566.444,-46.724
0.429,6241.079,379.977
0.399,6152.344,-520.86
0.299,6832.651,168.281
0.279,7631.273,1179.917
0.548,6743.915,178.823
0.239,6507.287,454.401
0.568,6714.337,-240.906
0.588,7601.694,-435.011
0.738,7631.273,-209.805
0.409,6536.865,-45.029
0.309,6241.079,-189.826
0.439,6773.494,-517.28
0.628,7128.437,-602.084
0.468,6004.451,-374.325
0.439,8341.158,-699.009
0.339,6063.608,-149.398
0.439,7010.122,-866.492
0.409,6832.651,403.182
0.369,6300.237,-284.05
0.628,7956.637,-762.54
0.588,8134.108,-743.412
0.738,7039.701,-665.023
0.439,6181.922,-699.433
0.608,6832.651,-664.516
0.369,6300.237,-35.571
0.618,6773.494,-817.288
0.618,7128.437,-402.298
0.468,7424.223,48.607
0.668,7601.694,-209.706
0.508,6684.758,43.038
0.578,7010.122,-730.414
0.508,7867.901,-602.229
0.538,7039.701,-31.628
0.449,7246.751,-760.447
0.658,7246.751,-119.369
0.548,7335.487,-568.531
0.419,6300.237,-182.47
0.349,5886.137,421.221
0.568,7601.694,-40.959
0.688,8163.687,-724.247
0.638,7779.165,-1227.186
0.608,7394.644,-144.843
0.638,7365.065,-343.177
0.279,6477.708,-546.679
0.528,7453.801,-294.394
0.578,6980.544,-145.249
0.588,7335.487,-143.15
0.688,7483.38,287.956
0.508,6743.915,-253.063
0.409,6980.544,122.662
0.658,7276.33,-185.26
0.588,6714.337,-858.567
0.419,6625.601,-177.219
0.817,8725.68,140.033
0.608,7601.694,-811.43
0.558,6329.815,-660.199
0.508,7246.751,-612.373
0.369,6152.344,-270.838
0.429,6684.758,44.618
0.518,7098.858,-385.959
0.329,7483.38,168.476
0.578,6329.815,8.639
0.688,7779.165,-238.531
0.598,7631.273,-833.813
0.678,7542.537,-733.059
0.578,7187.594,-1082.251
0.518,6122.765,-263.283
0.648,7305.908,-94.99
0.339,6241.079,273.198
0.678,7276.33,-536.073
0.628,7098.858,817.909
0.299,6596.022,32.393
0.608,8074.951,355.871
0.668,7158.015,-27.595
0.618,7039.701,-620.851
0.269,6596.022,89.765
0.189,6093.187,217.963
0.608,7483.38,-715.774
0.528,6418.551,68.123
0.648,7217.172,-652.837
0.269,6418.551,-127.621
0.638,7246.751,-660.31
0.439,7039.701,-205.857
0.588,7424.223,-735.748
0.588,7927.058,-718.335
0.369,7394.644,119.1
0.369,6684.758,-1604.954
0.628,7956.637,-1116.179
0.568,6921.387,-686.377
0.548,6418.551,-384.05
0.748,7927.058,-1117.714
0.588,7158.015,-546.912
0.648,7335.487,-542.138
0.618,7098.858,141.756
0.568,7897.48,-488.148
0.488,7246.751,-792.015
0.528,6507.287,-110.407
0.658,7631.273,-517.053
0.528,7158.015,-1091.396
0.419,6921.387,106.63
0.638,7927.058,300.522
0.508,7365.065,-250.659
0.608,7365.065,-58.585
0.598,7394.644,-699.469
0.598,6803.072,-328.322
0.668,7927.058,-1167.389
0.728,7838.323,-293.652
0.718,6980.544,1.214
0.379,5915.715,-290.419
0.419,6773.494,344.604
0.638,7483.38,-377.869
0.518,7986.215,439.135
0.668,7956.637,-1333.109
0.518,7572.115,-439.514
0.598,7749.587,-1209.535
0.568,6536.865,-469.706
0.399,6329.815,-59.811
0.419,6596.022,-428.333
0.71,6625.601,208.953
0.628,7365.065,333.819
0.369,6241.079,-78.838
0.648,7453.801,-832.155
0.608,7542.537,-588.434
0.598,7660.851,-662.666
0.608,7749.587,-1107.789
0.648,8607.366,450.055
0.558,8784.837,-532.754
0.688,7246.751,-804.628
