duration_scaled,frequency_change_scaled,direction_scaled
0.446,3869.923,-136.165
0.402,3134.854,-359.614
0.393,4194.218,121.054
0.455,4259.077,-214.902
0.466,2897.037,-222.269
0.472,3675.346,-274.418
0.481,4259.077,-89.674
0.385,3524.008,-585.968
0.428,2788.939,-88.139
0.358,3696.966,-516.03
0.385,3848.303,-273.65
0.428,4237.458,13.134
0.411,3740.205,-696.631
0.472,4215.838,563.758
0.367,3783.444,-558.467
0.455,3696.966,-649.131
0.463,2983.516,-625.426
0.423,3459.149,-597.275
0.35,4107.74,-13.8
0.401,2983.516,-1083.273
0.415,3091.615,-934.261
0.446,3286.192,-407.312
0.452,3502.388,-292.669
0.341,3869.923,-398.173
0.332,3632.107,-135.368
0.35,3610.487,-140.246
0.393,3632.107,-491.431
0.444,3415.91,-365.519
0.437,3869.923,-57.328
0.35,4150.979,-54.257
0.364,3394.29,-652.14
0.402,2702.46,-782.052
0.379,3805.064,-68.319
0.472,3934.782,-54.819
0.474,4432.035,-361.039
0.437,3610.487,-341.785
0.49,4367.176,-36.965
0.335,4367.176,-234.428
0.211,2832.178,-230.277
0.401,3632.107,-922.544
0.24,2983.516,-426.437
0.398,3913.162,-677.498
0.306,3696.966,-677.044
0.255,2248.447,-431.124
0.393,3978.021,-672.43
0.233,3372.67,-407.45
0.226,2356.545,-742.117
0.345,4367.176,-656.968
0.328,3113.234,-714.739
0.408,4259.077,-472.948
0.16,2486.263,38.822
0.398,2853.798,-811.926
0.204,2745.7,-176.475
0.357,3956.402,321.019
0.385,3480.769,-819.424
0.255,3480.769,-187.043
0.146,3199.713,-463.642
0.233,3242.952,-317.558
0.233,2248.447,-600.28
0.342,3653.726,-280.757
0.189,3567.248,99.915
0.341,4367.176,-1351.656
0.219,3221.333,340.762
0.35,4280.697,55.92
0.35,3826.684,-881.259
0.42,3567.248,-593.617
0.24,2659.221,-860.887
0.211,2594.362,-566.893
0.153,3826.684,-59.166
0.372,3761.825,-566.933
0.24,2853.798,-320.203
0.197,2918.657,-474.69
0.415,3805.064,-526.539
0.372,3199.713,-805.964
0.289,3286.192,-584.296
0.357,3761.825,-670.481
0.35,2961.896,-982.573
0.332,4475.274,-597.634
0.437,1491.758,-790.8
0.299,3459.149,-856.9
0.315,3437.529,-1175.056
0.389,4453.654,-909.868
0.385,2248.447,-516.346
0.332,3588.867,-575.304
0.408,1837.673,-1086.421
0.367,4215.838,-1027.203
0.306,4994.147,-1014.591
0.376,1210.702,-679.789
0.372,4064.5,-960.566
0.35,1945.771,-676.509
0.289,1448.519,-1020.41
0.444,929.646,-272.567
0.313,3437.529,-1278.141
0.389,1513.378,-559.691
0.503,778.309,-445.495
0.398,3221.333,-1059.73
0.328,3740.205,-382.793
0.328,4907.668,-1441.633
0.499,3524.008,-466.591
0.38,3869.923,-378.188
0.341,3761.825,-1330.175
0.302,4669.851,-1255.63
0.376,2572.742,-838.601
0.424,5534.639,-1321.479
0.358,3005.136,-702.24
0.363,3134.854,-969.694
0.385,2594.362,-1230.604
0.382,1924.152,-1300.525
0.38,3934.782,-812.728
0.363,2745.7,-977.614
0.323,4367.176,-1484.915
0.368,3242.952,-987.687
0.557,1037.745,-319.458
0.601,1059.364,-421.897
0.586,821.548,-428.669
0.499,756.689,-577.707
0.506,908.027,-515.861
0.474,886.407,-843.358
0.597,994.505,-550.963
0.452,908.027,-898.791
0.645,843.168,-155.283
0.619,864.787,-458.628
0.619,691.83,-331.246
0.572,886.407,-64.495
0.521,1102.604,-320.343
0.532,735.069,-453.191
0.557,929.646,-382.485
0.481,778.309,-538.896
0.601,670.21,-559.989
0.554,670.21,-672.293
0.645,821.548,-565.635
0.641,756.689,-428.968
0.514,1210.702,-490.406
0.619,778.309,-165.597
0.572,929.646,-113.751
0.583,929.646,-617.087
0.506,929.646,-657.053
0.546,1145.843,-78.132
0.492,864.787,-753.503
0.539,1362.04,-973.387
0.688,951.266,-683.358
0.459,929.646,-370.195
0.47,864.787,-630.367
0.576,1080.984,-716.793
0.55,886.407,-496.015
0.379,3696.966,-1000.913
0.455,994.505,-731.747
0.637,778.309,-487.881
0.528,929.646,-506.412
0.659,778.309,-574.831
0.667,691.83,-908.481
0.601,1513.378,-669.81
0.656,1080.984,-442.241
0.554,691.83,-401.515
0.557,886.407,-485.928
0.692,648.59,-425.435
0.31,2399.785,-965.981
0.35,3653.726,-1023.065
0.499,626.971,-224.006
0.619,691.83,-122.563
0.255,2161.968,-632.877
0.659,756.689,-100.398
0.215,1232.322,1276.119
0.441,1686.335,-706.779
0.328,3502.388,-314.241
0.302,4410.415,-1061.574
0.324,3351.051,-815.633
0.28,2032.25,544.705
0.208,1621.476,977.183
0.63,1989.011,-150.647
0.612,497.253,-201.48
0.204,1729.575,506.061
0.532,367.535,33.495
0.506,691.83,-485.898
0.178,3221.333,1167.673
0.328,2810.559,-1138.889
0.219,1275.561,1489.332
0.568,691.83,-149.527
0.215,3286.192,1148.296
0.273,1967.391,-1078.282
0.561,562.112,-397.296
0.331,3588.867,-623.504
0.226,1945.771,444.783
0.576,626.971,-709.652
0.288,2010.63,10.78
0.718,605.351,-244.507
0.455,1189.083,-819.413
0.353,3632.107,-1066.12
0.648,605.351,-280.874
0.55,562.112,-204.061
0.455,713.45,83.376
0.204,4756.33,778.562
0.503,994.505,-701.731
0.211,2875.418,1331.7
0.361,3242.952,-402.711
0.178,2140.349,1324.564
0.164,2724.08,864.209
0.24,1340.42,262.081
0.317,1059.364,-976.807
0.579,648.59,-441.123
0.364,2075.489,-663.631
0.554,1232.322,-158.926
0.2,4756.33,1332.497
0.288,864.787,126.669
0.55,691.83,-579.064
0.685,670.21,-307.887
0.197,3351.051,1562.937
0.215,2940.277,1529.5
0.648,626.971,-403.135
0.215,2832.178,1183.777
0.535,1643.096,-451.975
0.211,4691.471,1022.296
0.579,562.112,-211.653
0.211,2226.827,913.448
0.197,5556.258,871.753
0.197,4604.992,1090.736
0.517,2443.024,-1004.816
0.186,2486.263,1290.382
0.197,3113.234,1583.166
0.601,540.492,-240.474
0.317,2940.277,-620.026
0.193,2572.742,1293.889
0.572,562.112,-178.82
0.24,518.872,837.875
0.51,2918.657,-788.959
0.182,2118.729,646.355
0.273,2637.601,383.704
0.67,735.069,-242.828
0.197,3718.585,1320.201
0.572,540.492,7.089
0.27,1534.997,-780.324
0.2,5015.766,1025.135
0.572,583.731,-147.6
0.539,605.351,-357.937
0.27,583.731,-342.388
0.601,1167.463,-337.732
0.178,2918.657,750.645
0.321,1643.096,-831.253
0.175,2097.109,1060.94
0.2,626.971,1237.746
0.543,626.971,-359.177
0.532,475.633,72.851
0.186,1772.814,1459.807
0.561,626.971,183.781
0.353,3113.234,-625.531
0.244,1816.053,244.807
0.178,1902.532,459.148
0.178,2918.657,571.726
0.189,1318.801,1485.509
0.166,2897.037,928.446
0.373,972.886,-422.611
0.215,1924.152,-149.839
0.168,2464.644,-234.182
0.419,1318.801,-784.108
0.379,972.886,-408.429
0.388,994.505,-516.155
0.153,3026.755,523.059
0.393,756.689,-583.933
0.273,3242.952,-329.613
0.219,2032.25,870.963
0.396,799.928,-848.635
0.187,2875.418,594.453
0.208,3242.952,1327.638
0.561,778.309,-532.035
0.186,1102.604,694.513
0.124,3610.487,-239.95
0.503,1232.322,-635.727
0.546,799.928,-682.425
0.16,4669.851,876.273
0.495,778.309,-541.626
0.168,2183.588,984.373
0.299,3091.615,-662.463
0.175,994.505,-256.83
0.157,5426.54,575.948
0.543,1253.942,-474.845
0.404,1707.955,-745.802
0.399,1059.364,-667.557
0.197,5231.963,1734.321
0.182,1902.532,870.404
0.127,3286.192,640.213
0.178,4150.979,760.669
0.208,994.505,1089.845
0.49,605.351,-616.851
0.2,951.266,254.796
0.204,2291.686,520.824
0.208,1794.434,1464.38
0.184,2053.87,89.469
0.195,3005.136,-432.489
0.195,2140.349,898.273
0.532,778.309,-613.833
0.376,4129.359,-1275.305
0.335,3372.67,-744.967
0.178,1664.716,94.33
0.358,3696.966,-836.391
0.219,1059.364,-114.14
0.226,2443.024,-548.582
0.207,1751.194,-20.053
0.539,886.407,-306.325
0.226,691.83,935.451
0.478,1621.476,-802.917
0.47,756.689,-412.132
0.168,1102.604,-130.211
0.215,1924.152,978.501
0.478,972.886,-620.806
0.192,5059.006,1171.055
0.2,3632.107,1602.961
0.289,1859.293,-1223.195
0.495,778.309,-841.184
0.499,799.928,-532.88
0.146,2075.489,1151.129
0.193,1189.083,1312.833
0.149,2118.729,1032.445
0.204,2097.109,1116.909
0.178,691.83,111.222
0.189,2832.178,265.427
0.357,2615.982,-942.083
0.193,908.027,1149.975
0.193,713.45,829.769
0.128,2853.798,-102.345
0.495,735.069,-446.583
0.532,735.069,-261.854
0.224,3761.825,473.62
0.221,2832.178,559.659
0.181,1880.912,910.189
0.175,1037.745,-48.161
0.169,2010.63,881.605
0.178,2832.178,-316.445
0.433,929.646,-954.298
0.51,3696.966,-1305.8
0.16,2205.208,536.236
0.408,1859.293,-1473.965
0.402,821.548,-775.67
0.181,1837.673,885.768
0.195,1902.532,-232.573
0.452,756.689,-556.745
0.312,3178.093,-763.957
0.579,886.407,-356.072
0.612,1340.42,-551.715
0.372,3891.543,-728.708
0.568,735.069,-544.529
0.164,2356.545,-297.981
0.477,1016.125,-432.12
0.157,1362.04,-17.34
0.423,1362.04,-851.194
0.605,562.112,-353.812
0.557,929.646,-782.167
0.35,3178.093,-289.321
0.224,1189.083,611.314
0.189,994.505,-597.31
0.43,2291.686,-1618.943
0.193,3913.162,-208.449
0.289,3545.628,-293.552
0.181,1664.716,-1177.351
0.397,4064.5,-1517.612
0.47,864.787,-619.843
0.23,3480.769,-1674.414
0.353,540.492,-757.029
0.262,951.266,-627.528
0.274,5123.865,-2305.87
0.372,3956.402,-2211.53
0.535,756.689,-344.28
0.455,1578.237,-918.317
0.521,821.548,-470.805
0.448,1707.955,-618.832
0.415,2486.263,-449.722
0.172,2551.122,-227.693
0.663,648.59,-460.511
0.404,886.407,-732.225
0.266,3286.192,-395.121
0.312,1902.532,-885.246
0.211,1383.66,-295.411
0.612,1102.604,-498.467
0.565,1059.364,-562.449
0.535,713.45,-356.718
0.222,1989.011,222.516
0.227,3351.051,144.396
0.299,1859.293,-1028.084
0.335,3567.248,-494.098
0.477,864.787,-1248.17
0.605,562.112,-373.667
0.315,2529.503,-1051.596
0.302,2313.306,-1905.873
0.227,3567.248,-624.607
0.237,2075.489,-514.88
0.283,1037.745,-802.596
0.294,2940.277,-317.169
0.178,1210.702,748.48
0.583,929.646,-484.592
0.612,605.351,-229.255
0.321,1729.575,-1342.57
0.237,3459.149,-538.005
0.586,1924.152,-805.844
0.3,2075.489,-618.899
0.338,4129.359,-1022.511
0.342,4756.33,-2270.912
0.51,994.505,-757.54
0.619,735.069,-155.32
0.576,583.731,-84.847
0.535,1080.984,-642.925
0.586,908.027,-376.496
0.344,1513.378,-492.491
0.245,4453.654,-373.603
0.195,2053.87,-285.191
0.437,908.027,-638.408
0.312,2680.841,-790.593
0.239,1513.378,821.492
0.452,1426.899,-556.774
0.227,2767.319,-1704.374
0.163,3091.615,371.885
0.251,3653.726,-261.893
0.543,908.027,-556.647
0.248,518.872,-156.189
0.27,3329.431,-188.39
0.35,4086.12,-303.028
0.24,3826.684,20.193
0.565,626.971,-483.279
0.619,756.689,-260.501
0.637,1102.604,-589.297
0.656,908.027,-660.645
0.674,735.069,-521.228
0.685,1059.364,-604.837
0.765,799.928,-643.636
0.656,691.83,-489.929
0.634,821.548,-447.951
0.688,756.689,-800.574
0.67,821.548,-350.525
0.59,3264.572,212.748
0.656,432.394,-135.521
0.709,583.731,-112.577
0.725,648.59,-600.123
0.678,821.548,-615.018
0.678,756.689,-416.037
0.546,713.45,-109.503
0.612,713.45,-505.178
0.667,756.689,-337.925
0.67,691.83,-437.631
0.725,886.407,-511.694
0.59,648.59,-139.08
0.565,1124.223,-786.258
0.688,799.928,-656.696
0.688,713.45,-599.538
0.679,1016.125,-459.168
0.634,799.928,-466.418
0.616,951.266,-476.478
0.627,972.886,-484.106
0.63,1405.279,-565.587
0.448,1837.673,-643.182
0.659,821.548,-508.337
0.718,735.069,-764.52
0.764,908.027,-183.411
0.674,843.168,-424.679
0.772,821.548,-524.86
0.703,670.21,-664.042
0.699,670.21,-135.743
0.645,518.872,-462.276
0.656,929.646,-583.506
0.619,864.787,-386.826
0.474,345.915,-468.096
0.641,540.492,-184.478
0.662,778.309,-419.471
0.612,886.407,-426.553
0.528,497.253,-310.284
0.634,1167.463,-261.706
0.641,410.774,-302.469
0.605,1275.561,-629.064
0.149,2638.684,490.136
0.188,2542.382,1033.204
0.162,2773.507,912.774
0.171,2734.986,573.997
0.187,2561.642,644.647
0.175,2657.945,1471.607
0.179,2638.684,600.961
0.169,1001.544,1227.132
0.169,2407.558,1090.651
0.201,924.502,908.664
0.182,1348.233,1110.105
0.201,2503.861,1001.063
0.182,1309.712,1081.293
0.136,1868.265,625.552
0.175,1791.224,1422.507
0.195,1463.796,1274.85
0.188,2908.331,1078.775
0.143,2369.038,987.512
0.182,1271.191,1036.983
0.156,1694.921,1066.82
0.169,2773.507,1400.767
0.169,1637.14,1158.341
0.175,943.763,1365.617
0.182,1271.191,761.735
0.156,1887.526,1125.314
0.195,2253.475,1368.464
0.169,2291.996,1340.645
0.156,1502.316,910.175
0.195,2157.172,742.251
0.182,1136.368,1086.967
0.162,943.763,1273.402
0.169,2291.996,698.325
0.175,712.637,1142.365
0.201,1656.4,1381.581
0.162,1810.484,969.537
0.143,2214.954,658.049
0.195,1078.586,1515.85
0.221,346.688,456.763
0.169,1733.442,663.034
0.13,2234.214,947.574
0.149,1213.409,620.977
0.175,1656.4,1102.809
0.169,1463.796,642.886
0.162,1386.754,1233.574
0.188,712.637,889.6
0.156,1309.712,1100.077
0.144,712.637,383.298
0.171,1810.484,-961.435
0.327,1059.326,-714.487
0.162,1078.586,1032.147
0.175,1136.368,-678.002
0.296,982.284,-587.594
0.167,1675.661,-486.808
0.331,1059.326,-588.413
0.16,1328.972,-449.596
0.179,1117.107,-252.711
0.164,1040.065,-478.712
0.261,1386.754,-768.463
0.156,539.293,704.558
0.152,982.284,-380.762
0.144,1521.577,-352.893
0.187,847.461,954.337
0.188,1656.4,1369.694
0.125,2349.777,711.478
0.14,1020.805,688.904
0.304,963.023,-1681.728
0.07,3062.414,-231.142
0.156,2041.61,-430.572
0.152,712.637,-684.636
0.241,1637.14,-802.779
0.199,866.721,-699.28
0.315,1078.586,-949.888
0.327,1155.628,-858.324
0.144,1059.326,-530.499
0.148,1194.149,-694.467
0.167,1752.703,-455.28
0.101,2330.517,717.389
0.136,1926.047,561.48
0.169,1174.889,1000.689
0.164,789.679,-420.327
0.146,1406.014,74.552
0.143,1174.889,-519.187
0.133,1483.056,388.225
0.146,1117.107,-620.018
0.158,481.512,285.032
0.097,1194.149,-115.502
0.166,654.856,692.737
0.152,982.284,45.275
0.156,982.284,309.052
0.152,1386.754,209.754
0.13,1155.628,-143.606
0.133,1020.805,-469.953
0.149,1425.275,-230.928
0.123,808.94,-121.839
0.149,1040.065,-410.759
0.153,1232.67,546.921
0.114,1983.828,-360.951
0.166,751.158,-120.507
0.134,1290.451,156.749
0.146,1502.316,333.465
0.159,982.284,-529.412
0.107,1617.879,3.387
0.149,1463.796,-819.099
0.143,1309.712,-701.727
0.181,654.856,-74.314
0.123,2715.726,546.995
0.146,1136.368,897.117
0.156,1059.326,-221.327
0.131,943.763,-401.61
0.143,847.461,-456.007
0.149,693.377,-98.46
0.143,751.158,849.456
0.149,847.461,6.36
0.117,1425.275,115.829
0.136,1425.275,-297.197
0.155,1348.233,748.79
0.155,654.856,902.176
0.134,866.721,-406.498
0.137,674.116,-298.777
0.123,770.419,-310.289
0.137,751.158,248.908
0.164,1483.056,641.67
0.143,1791.224,910.56
0.108,712.637,-309.297
0.172,1290.451,715.228
0.184,1136.368,104.14
0.134,770.419,-184.445
0.158,751.158,-254.513
0.155,577.814,981.872
0.155,616.335,-162.512
0.137,1271.191,1142.523
0.175,635.595,209.085
0.146,1386.754,233.124
0.152,1020.805,451.36
0.117,982.284,-299.922
0.117,731.898,-234.409
0.143,654.856,269.073
0.166,1232.67,364.111
0.172,712.637,900.438
0.123,1540.837,83.047
0.143,1271.191,1080.641
0.134,3409.103,5.622
0.161,731.898,614.748
0.166,2330.517,671.632
0.137,1598.619,875.88
0.155,1078.586,154.894
0.152,500.772,757.587
0.164,905.242,36.544
0.123,1560.098,431.243
0.108,1020.805,-278.242
0.172,2157.172,283.342
0.126,1020.805,-509.471
0.152,1136.368,-98.942
0.155,1251.93,875.907
0.152,1540.837,701.967
0.111,2715.726,194.33
0.111,943.763,-300.304
0.137,2465.34,767.458
0.155,1367.493,83.237
0.149,1020.805,994.845
0.152,905.242,59.292
0.172,963.023,552.257
0.129,1483.056,-552.283
0.104,5065.503,-832.636
0.088,1290.451,-185.545
0.132,1444.535,298.405
0.174,789.679,-224.712
0.218,751.158,-749.429
0.145,828.2,648.259
0.14,1617.879,-206.557
0.135,1136.368,796.903
0.145,1174.889,1137.207
0.164,1194.149,1145.056
0.236,1945.307,-225.109
0.161,1117.107,787.353
0.182,1271.191,-840.414
0.14,1290.451,552.711
0.182,943.763,-434.46
0.283,905.242,-310.188
0.179,885.982,1157.528
0.138,3563.187,61.27
0.135,1155.628,464.286
0.149,1328.972,817.094
0.205,905.242,-845.68
0.234,982.284,-142.927
0.134,982.284,799.33
0.101,1521.577,-408.747
0.132,2311.256,-587.594
0.164,558.554,899.733
0.106,1656.4,572.612
0.135,1675.661,1020.737
0.148,1117.107,945.2
0.135,2137.912,524.392
0.135,2137.912,676.844
0.119,3255.019,655.162
0.135,885.982,696.929
0.158,3177.977,-652.502
0.151,1579.358,-208.469
0.131,1194.149,816.079
0.14,1367.493,1352.522
0.345,674.116,-666.656
0.215,616.335,-833.522
0.132,1040.065,838.346
0.149,828.2,725.734
0.122,1791.224,526.938
0.122,924.502,-295.811
0.153,3120.196,-667.032
0.34,597.075,-838.422
0.14,616.335,-502.832
0.101,1078.586,-163.669
0.309,1945.307,-1253.728
0.13,1271.191,423.192
0.13,2311.256,149.441
0.156,963.023,770.585
0.143,1868.265,1032.54
0.149,1444.535,605.791
0.132,1579.358,674.213
0.151,1675.661,745.036
0.208,2369.038,-818.851
0.164,885.982,551.884
0.158,1367.493,772.467
0.267,1309.712,-557.928
0.148,1945.307,826.833
0.317,2291.996,-1421.474
0.161,1791.224,524.219
0.166,1906.786,-194.009
0.249,943.763,-688.332
0.143,1001.544,550.144
0.135,1849.005,1421.36
0.13,1251.93,419.337
0.327,693.377,-757.899
0.122,1328.972,-496.195
0.155,1386.754,1073.088
0.125,1617.879,-485.268
0.075,1097.847,-77.405
0.33,1040.065,-929.337
0.143,1560.098,524.899
0.158,693.377,807.146
0.125,1810.484,224.247
0.114,2080.131,351.772
0.109,1521.577,-55.339
0.152,577.814,644.095
0.164,1309.712,1033.574
0.262,847.461,-775.253
0.152,1540.837,791.283
0.153,1271.191,804.565
0.138,1791.224,721.132
0.152,1463.796,1195.334
0.141,1752.703,872.575
0.152,1463.796,1054.355
0.177,1849.005,1087.767
0.127,1637.14,851.265
0.161,1579.358,1352.589
0.136,1194.149,298.287
0.136,2080.131,986.375
0.132,1637.14,1314.001
0.156,1040.065,1264.401
0.136,982.284,947.676
0.143,1540.837,838.505
0.161,1020.805,1032.07
0.139,2022.349,1310.395
0.138,1328.972,1154.327
0.15,1271.191,1273.05
0.164,2734.986,1011.797
0.159,462.251,855.529
0.143,1502.316,1054.387
0.107,2253.475,807.845
0.148,1136.368,1069.59
0.143,1271.191,1028.457
0.134,1328.972,919.524
0.139,885.982,116.431
0.14,1271.191,473.055
0.15,1078.586,1360.612
0.127,1791.224,415.996
0.127,1367.493,1026.28
0.161,1656.4,1260.098
0.135,1579.358,980.542
0.148,1656.4,889.799
0.114,1887.526,723.794
0.139,1194.149,877.984
0.13,1598.619,883.128
0.148,2465.34,883.383
0.164,1290.451,1254.57
0.132,2812.028,608.09
0.157,1502.316,1242.247
0.158,1328.972,1279.079
0.152,1598.619,1252.395
0.161,500.772,771.857
0.118,1059.326,361.385
0.152,2349.777,933.644
0.138,1810.484,1072.805
0.154,1271.191,1086.439
0.129,1868.265,977.295
0.15,1078.586,570.831
0.143,828.2,390.654
0.161,1406.014,1155.791
0.129,1579.358,1146.952
0.139,635.595,821.231
0.192,1521.577,965.182
0.088,1483.056,160.334
0.154,558.554,780.791
0.127,1906.786,754.837
0.143,1425.275,601.551
0.154,1829.744,1158.916
0.148,1097.847,1079.564
0.141,1829.744,1157.016
0.141,1656.4,981.106
0.143,2696.466,1177.064
0.125,2234.214,995.482
0.145,2484.6,747.526
0.148,1117.107,1038.658
0.141,2080.131,777.791
0.164,1251.93,978.192
0.12,2195.693,455.128
0.179,1483.056,927.648
0.118,1617.879,729.749
0.132,1829.744,1370.999
0.138,1560.098,868.268
0.135,1733.442,1116.258
0.153,1579.358,1072.761
0.139,1829.744,1434.201
0.148,1771.963,887.894
0.125,1752.703,1165.819
0.143,1579.358,837.863
0.143,1483.056,1070.372
0.139,1444.535,1350.531
0.132,2311.256,947.875
0.161,808.94,1330.919
0.154,751.158,1166.292
0.156,924.502,1074.178
0.166,1251.93,1226.327
0.139,1174.889,146.291
0.161,1714.182,1252.252
0.132,2041.61,907.823
0.154,1637.14,1205.441
0.129,1540.837,1231.976
0.135,1155.628,697.215
0.156,1579.358,1345.985
0.139,520.033,989.254
0.186,635.595,1029.993
0.132,3100.935,-138.826
0.125,1849.005,567.3
0.186,3486.145,-993.624
0.148,1714.182,1151.496
0.132,1271.191,-729.559
0.148,3601.707,-450.582
0.123,1040.065,-315.422
0.157,346.688,1559.48
0.1,1694.921,491.729
0.139,1213.409,280.385
0.195,1059.326,-539.316
0.114,4063.959,-400.153
0.166,1020.805,1111.603
0.145,1540.837,459.429
0.139,1213.409,-460.798
0.136,982.284,54.485
0.145,943.763,-663.264
0.159,1983.828,-643.008
0.148,789.679,634.729
0.139,1078.586,144.847
0.114,1328.972,-278.217
0.159,2118.651,1160.533
0.152,1097.847,-129.433
0.132,1502.316,688.145
0.127,3659.489,528.026
0.157,1097.847,-477.014
0.154,520.033,833.433
0.268,1328.972,-266.425
0.125,1251.93,390.61
0.141,1194.149,-452.838
0.127,3563.187,-10.169
0.125,789.679,-644.672
0.134,3640.228,-449.59
0.166,1059.326,-370.932
0.15,1502.316,592.364
0.204,1136.368,-547.7
0.17,885.982,78.46
0.148,905.242,409.441
